1,AS/1,AS/1/ID,AS/1/LABEL,AS/2,AS/2/ID,AS/2/LABEL,AS/3,AS/3/ID,AS/3/LABEL,AS/4,AS/4/ID,AS/4/LABEL,AS/5,AS/5/ID,AS/5/LABEL,AS/6,AS/6/ID,AS/6/LABEL,AS/7,AS/7/ID,AS/7/LABEL,AS/8,AS/8/ID,AS/8/LABEL,AS/9,AS/9/ID,AS/9/LABEL,AS/10,AS/10/ID,AS/10/LABEL,AS/11,AS/11/ID,AS/11/LABEL,AS/12,AS/12/ID,AS/12/LABEL,CT/1 - Sources,BGene/1,NV notes
1351,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,endo-epithelial cell,CL:0002076,endo-epithelial cell,respiratory tract epithelial cell,CL:0002368,respiratory tract epithelial cell,epithelial cell of lower respiratory tract,CL:0002632,epithelial cell of lower respiratory tract,epithelial cell of lung,CL:0000082,epithelial cell of lung,pulmonary alveolar epithelial cell,CL:0000322,pulmonary alveolar epithelial cell,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar type 2 cell,,,,,,,,,,,,,vccf-expert-slim-hierarchy,sc_proteomics,
1352,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,endo-epithelial cell,CL:0002076,endo-epithelial cell,respiratory tract epithelial cell,CL:0002368,respiratory tract epithelial cell,epithelial cell of lower respiratory tract,CL:0002632,epithelial cell of lower respiratory tract,epithelial cell of lung,CL:0000082,epithelial cell of lung,pulmonary alveolar epithelial cell,CL:0000322,pulmonary alveolar epithelial cell,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar type 2 cell,,,,,,,,,,,,,vccf-expert-slim-hierarchy,sc_proteomics,
1353,cell,CL:0000000,cell,neural cell,CL:0002319,neural cell,neuron associated cell,CL:0000095,neuron associated cell,glial cell,CL:0000125,glial cell,Schwann cell,CL:0002573,Schwann cell,,,,,,,,,,,,,,,,,,,,,,vccf-expert-slim-hierarchy,sc_proteomics,
1354,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,squamous epithelial cell,CL:0000076,squamous epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,vccf-expert-slim-hierarchy,sc_proteomics,
1355,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,squamous epithelial cell,CL:0000076,squamous epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,vccf-expert-slim-hierarchy,sc_proteomics,
1356,cell,CL:0000000,cell,precursor cell,CL:0011115,precursor cell,stem cell,CL:0000034,stem cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,vccf-expert-slim-hierarchy,sc_proteomics,
1357,cell,CL:0000000,cell,connective tissue cell,CL:0002320,connective tissue cell,stromal cell,CL:0000499,stromal cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,vccf-expert-slim-hierarchy,sc_proteomics,
1358,cell,CL:0000000,cell,connective tissue cell,CL:0002320,connective tissue cell,stromal cell,CL:0000499,stromal cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,vccf-expert-slim-hierarchy,sc_proteomics,
1359,cell,CL:0000000,cell,connective tissue cell,CL:0002320,connective tissue cell,stromal cell,CL:0000499,stromal cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,vccf-expert-slim-hierarchy,sc_proteomics,
1360,cell,CL:0000000,cell,connective tissue cell,CL:0002320,connective tissue cell,stromal cell,CL:0000499,stromal cell,stromal cell:podoplanin-positive,CL:0000499,stromal cell:podoplanin-positive,,,,,,,,,,,,,,,,,,,,,,,,,vccf-expert-slim-hierarchy,sc_proteomics,
1361,cell,CL:0000000,cell,connective tissue cell,CL:0002320,connective tissue cell,stromal cell,CL:0000499,stromal cell,stromal cell:podoplanin-positive,CL:0000499,stromal cell:podoplanin-positive,,,,,,,,,,,,,,,,,,,,,,,,,vccf-expert-slim-hierarchy,sc_proteomics,
1362,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,,,,,,,,,,,,,,,,,,,vccf-expert-slim-hierarchy,sc_proteomics,
1363,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,,,,,,,,,,,,,,,,,,,vccf-expert-slim-hierarchy,sc_proteomics,
1364,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,,,,,,,,,,,,,,,,,,,vccf-expert-slim-hierarchy,sc_proteomics,
1365,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,,,,,,,,,,,,,,,,,,,vccf-expert-slim-hierarchy,sc_proteomics,
1366,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,,,,,,,,,,,,,,,,,,,vccf-expert-slim-hierarchy,sc_proteomics,
1367,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD4-positive, alpha-beta T cell",CL:0000624,"CD4-positive, alpha-beta T cell",,,,,,,,,,vccf-expert-slim-hierarchy,sc_proteomics,
1368,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD4-positive, alpha-beta T cell",CL:0000624,"CD4-positive, alpha-beta T cell",,,,,,,,,,vccf-expert-slim-hierarchy,sc_proteomics,
1369,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD4-positive, alpha-beta T cell",CL:0000624,"CD4-positive, alpha-beta T cell",,,,,,,,,,vccf-expert-slim-hierarchy,sc_proteomics,
1370,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD4-positive, alpha-beta T cell",CL:0000624,"CD4-positive, alpha-beta T cell",,,,,,,,,,vccf-expert-slim-hierarchy,sc_proteomics,
1371,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD4-positive, alpha-beta T cell",CL:0000624,"CD4-positive, alpha-beta T cell",,,,,,,,,,vccf-expert-slim-hierarchy,sc_proteomics,
1372,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD4-positive, alpha-beta T cell",CL:0000624,"CD4-positive, alpha-beta T cell",,,,,,,,,,vccf-expert-slim-hierarchy,sc_proteomics,
1373,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD4-positive, alpha-beta T cell",CL:0000624,"CD4-positive, alpha-beta T cell",,,,,,,,,,vccf-expert-slim-hierarchy,sc_proteomics,
1374,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD4-positive, alpha-beta T cell",CL:0000624,"CD4-positive, alpha-beta T cell",,,,,,,,,,vccf-expert-slim-hierarchy,sc_proteomics,
1375,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD4-positive, alpha-beta T cell",CL:0000624,"CD4-positive, alpha-beta T cell",,,,,,,,,,vccf-expert-slim-hierarchy,sc_proteomics,
1376,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD4-positive, alpha-beta T cell",CL:0000624,"CD4-positive, alpha-beta T cell",,,,,,,,,,vccf-expert-slim-hierarchy,sc_proteomics,
1377,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD4-positive, alpha-beta T cell",CL:0000624,"CD4-positive, alpha-beta T cell",,,,,,,,,,vccf-expert-slim-hierarchy,sc_proteomics,
1378,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD4-positive, alpha-beta T cell",CL:0000624,"CD4-positive, alpha-beta T cell","CD4-positive, alpha-beta memory T cell",CL:0000897,"CD4-positive, alpha-beta memory T cell","lung resident memory CD4-positive, alpha-beta T cell",CL:4033038,"lung resident memory CD4-positive, alpha-beta T cell",,,,vccf-expert-slim-hierarchy,sc_proteomics,
1379,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD4-positive, alpha-beta T cell",CL:0000624,"CD4-positive, alpha-beta T cell",,,,,,,,,,vccf-expert-slim-hierarchy,sc_proteomics,
1380,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD4-positive, alpha-beta T cell",CL:0000624,"CD4-positive, alpha-beta T cell",,,,,,,,,,vccf-expert-slim-hierarchy,sc_proteomics,
1381,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,effector T cell,CL:0000911,effector T cell,"effector CD4-positive, alpha-beta T cell",CL:0001044,"effector CD4-positive, alpha-beta T cell",,,,,,,,,,vccf-expert-slim-hierarchy,sc_proteomics,
1382,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD4-positive, alpha-beta T cell",CL:0000624,"CD4-positive, alpha-beta T cell","CD4-positive, alpha-beta memory T cell",CL:0000897,"CD4-positive, alpha-beta memory T cell",,,,,,,vccf-expert-slim-hierarchy,sc_proteomics,
1383,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,naive T cell,CL:0000898,naive T cell,"naive thymus-derived CD4-positive, alpha-beta T cell",CL:0000895,"naive thymus-derived CD4-positive, alpha-beta T cell",,,,,,,,,,vccf-expert-slim-hierarchy,sc_proteomics,
1384,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD4-positive, alpha-beta T cell",CL:0000624,"CD4-positive, alpha-beta T cell","CD4-positive, alpha-beta T cell:pdl1-positive",CL:0000624,"CD4-positive, alpha-beta T cell:pdl1-positive",,,,,,,vccf-expert-slim-hierarchy,sc_proteomics,
1385,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD8-positive, alpha-beta T cell",CL:0000625,"CD8-positive, alpha-beta T cell","CD8-positive, alpha-beta memory T cell",CL:0000909,"CD8-positive, alpha-beta memory T cell","lung resident memory CD8-positive, alpha-beta T cell",CL:4033039,"lung resident memory CD8-positive, alpha-beta T cell",,,,vccf-expert-slim-hierarchy,sc_proteomics,
1386,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD8-positive, alpha-beta T cell",CL:0000625,"CD8-positive, alpha-beta T cell","CD8-positive, alpha-beta memory T cell",CL:0000909,"CD8-positive, alpha-beta memory T cell","lung resident memory CD8-positive, alpha-beta T cell",CL:4033039,"lung resident memory CD8-positive, alpha-beta T cell",,,,vccf-expert-slim-hierarchy,sc_proteomics,
1387,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD8-positive, alpha-beta T cell",CL:0000625,"CD8-positive, alpha-beta T cell",,,,,,,,,,vccf-expert-slim-hierarchy,sc_proteomics,
1388,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD8-positive, alpha-beta T cell",CL:0000625,"CD8-positive, alpha-beta T cell",,,,,,,,,,vccf-expert-slim-hierarchy,sc_proteomics,
1389,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD8-positive, alpha-beta T cell",CL:0000625,"CD8-positive, alpha-beta T cell",,,,,,,,,,vccf-expert-slim-hierarchy,sc_proteomics,
1390,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD8-positive, alpha-beta T cell",CL:0000625,"CD8-positive, alpha-beta T cell",,,,,,,,,,vccf-expert-slim-hierarchy,sc_proteomics,
1391,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD8-positive, alpha-beta T cell",CL:0000625,"CD8-positive, alpha-beta T cell","CD8-positive, alpha-beta memory T cell",CL:0000909,"CD8-positive, alpha-beta memory T cell","lung resident memory CD8-positive, alpha-beta T cell",CL:4033039,"lung resident memory CD8-positive, alpha-beta T cell",,,,vccf-expert-slim-hierarchy,sc_proteomics,
1392,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD8-positive, alpha-beta T cell",CL:0000625,"CD8-positive, alpha-beta T cell","CD8-positive, alpha-beta memory T cell",CL:0000909,"CD8-positive, alpha-beta memory T cell","lung resident memory CD8-positive, alpha-beta T cell",CL:4033039,"lung resident memory CD8-positive, alpha-beta T cell",,,,vccf-expert-slim-hierarchy,sc_proteomics,
1393,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD8-positive, alpha-beta T cell",CL:0000625,"CD8-positive, alpha-beta T cell","CD8-positive, alpha-beta memory T cell",CL:0000909,"CD8-positive, alpha-beta memory T cell","lung resident memory CD8-positive, alpha-beta T cell",CL:4033039,"lung resident memory CD8-positive, alpha-beta T cell",,,,vccf-expert-slim-hierarchy,sc_proteomics,
1394,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD8-positive, alpha-beta T cell",CL:0000625,"CD8-positive, alpha-beta T cell",,,,,,,,,,vccf-expert-slim-hierarchy,sc_proteomics,
1395,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD8-positive, alpha-beta T cell",CL:0000625,"CD8-positive, alpha-beta T cell",,,,,,,,,,vccf-expert-slim-hierarchy,sc_proteomics,
1396,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD8-positive, alpha-beta T cell",CL:0000625,"CD8-positive, alpha-beta T cell",,,,,,,,,,vccf-expert-slim-hierarchy,sc_proteomics,
1397,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD8-positive, alpha-beta T cell",CL:0000625,"CD8-positive, alpha-beta T cell",,,,,,,,,,vccf-expert-slim-hierarchy,sc_proteomics,
1398,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD8-positive, alpha-beta T cell",CL:0000625,"CD8-positive, alpha-beta T cell","CD8-positive, alpha-beta memory T cell",CL:0000909,"CD8-positive, alpha-beta memory T cell","CD8-positive, alpha-beta memory T cell, CD45RO-positive",CL:0001203,"CD8-positive, alpha-beta memory T cell, CD45RO-positive","effector memory CD8-positive, alpha-beta T cell",CL:0000913,"effector memory CD8-positive, alpha-beta T cell",vccf-expert-slim-hierarchy,sc_proteomics,
1399,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD8-positive, alpha-beta T cell",CL:0000625,"CD8-positive, alpha-beta T cell","CD8-positive, alpha-beta memory T cell",CL:0000909,"CD8-positive, alpha-beta memory T cell",,,,,,,vccf-expert-slim-hierarchy,sc_proteomics,
1400,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD8-positive, alpha-beta T cell",CL:0000625,"CD8-positive, alpha-beta T cell","CD8-positive, alpha-beta regulatory T cell",CL:0000795,"CD8-positive, alpha-beta regulatory T cell",,,,,,,vccf-expert-slim-hierarchy,sc_proteomics,
1401,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD8-positive, alpha-beta T cell",CL:0000625,"CD8-positive, alpha-beta T cell","CD8-positive, alpha-beta T cell:CD161-positive",CL:0000625,"CD8-positive, alpha-beta T cell:CD161-positive",,,,,,,vccf-expert-slim-hierarchy,sc_proteomics,
1402,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD8-positive, alpha-beta T cell",CL:0000625,"CD8-positive, alpha-beta T cell","CD8-positive, alpha-beta T cell:pdl1-positive",CL:0000625,"CD8-positive, alpha-beta T cell:pdl1-positive",,,,,,,vccf-expert-slim-hierarchy,sc_proteomics,
1403,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD4-positive, alpha-beta T cell",CL:0000624,"CD4-positive, alpha-beta T cell",CD4-positive helper T cell,CL:0000492,CD4-positive helper T cell,T follicular helper cell,CL:0002038,T follicular helper cell,,,,vccf-expert-slim-hierarchy,sc_proteomics,
1404,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD4-positive, alpha-beta T cell",CL:0000624,"CD4-positive, alpha-beta T cell",CD4-positive helper T cell,CL:0000492,CD4-positive helper T cell,T follicular helper cell,CL:0002038,T follicular helper cell,,,,vccf-expert-slim-hierarchy,sc_proteomics,
1405,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,mature NK T cell,CL:0000814,mature NK T cell,,,,,,,,,,vccf-expert-slim-hierarchy,sc_proteomics,
1406,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,mature NK T cell,CL:0000814,mature NK T cell,,,,,,,,,,vccf-expert-slim-hierarchy,sc_proteomics,
